Comment,Predicted Label
کیفیت بسیار عالی غذای بسیار خوشمزه,0.0
اندازهی پیتزا میتونست کمی بزرگتر باشه,0.0
قیمت حمل شیرینی نسبت فاصله منزل بسیار بالاست چون فقط چند خیابون فاصله داریم ٣٠٠٠ تومان مسافت مبلغ زیادیه بنده دیگه اسنپ فود سفارشی ندم خاطر قیمت بالا هستش,1.0
متاسفانه لحاظ کیفیت بسیار سطح پایینی,1.0
متاسفانه شرح سفارش توجهی نشد نه مرغ سرخ شده نه آب مرغ رو قرار داده بودند,1.0
مرغ خوبی تمیز نشده بو میداد بسیار روغن خیلی گشنه بودم گرنه نمیخوردم,1.0
ته چین مرغ اصلا ابدا خوب نبود ته چین باید زعفرونی باشه بوی هل گلاب بده برنج داخلش زردهی تخم مرغ مخلوط بشه برنج ته چین کاملا شفته اصلا هم طعم زعفرون نمیداد مشخص کاملا رنگ غذا گل رنگ استفاده شده شدیدا بوی روغن میداد لذا اصلا ته چین راضی نبودیم اصلا لوبیا پلو خوب کباب هم خیلی معمولی تعریف خاصی نمیتونم براش ارسال کنم لذا ته چین کوبیده رو اصلا توصیه نمیکنم ولی لوبیا پلو خوب,1.0
نان خامهای کلن خامه نداشت اگه دروغ نگم شاید اندازه قاشق چای خوری خامه داخلش بقیه فضای نون خامهای کلن خالی عملن هیچی نبود داخلش بستنی رو هم ۲ اسکوپ دلخواه خودشون تغییر داده بودن بدون توجه توضیحات طعم دلخواه مشتری رو موجود ندارید اطلاع بدین دلخواه خودتون جایگزین نکنید,1.0
بی نظیر عالی,0.0
سیب زمینی ساده خواسته بودم سس پنیر فرستادن,1.0
میزان خامه کیک زیاد شیرینی بیش حد کیک آزار دهنده,1.0
توضیحات رو اصلا نخونده بودن,1.0
عالی هم کیفیت غذا هم بسته بندی,0.0
ممنون اسنپ اکسپرس,0.0
مثل دفعه قبل حد زیادی پیتزا گریل استیک باروژ رضایت بخش من سری پیش هم گفتم جای فلفل آویشن تو پک همراه پیتزا خالیه ولی ترتیب اثری داده نشد ایشالا دفعههای بعد ایراد هم برطرف میشه,1.0
خیلی سیب زمینیهای سوخاری خام بودند برگرها کاملا معمولی,1.0
بی کیفیتترین قرمه سبزی تو عمرم دیده بودم واقعا دلم میخاست همون موقع بردارم بیارم مغازتون بدم مدیر اونجا ببینم خودش میتونه بخوره قرمه سبزی رو خداوکیلی همشو ریختم دور خواهش میکنم کار رو نکنین مردم من مشتری ثابت بودم,1.0
سلام هم پیک سریع آوردش مهمتر تازه تازه,0.0
عالی هم پیتزاش هم پاستاش خیلی خوب ممنون,0.0
فاصله رستوران باروژ پیاده نهایتا ٧ دقیقه ولی غذای دقیقا بعد ٧٠ دقیقه رسید احتمالا هم ضعف رستورانه هم ضعف اسنپ فود غذا هم موقعی رسید سرد شده,1.0
سفارش تاخیری بیش ۲۰ دقیقه دستم رسید غذا سرد شده قاشق چنگال همراه غذا نبود,1.0
بجای پنیر گردویی بکا پنیر سفید بکا اوردن,1.0
موز ارسالی بجای کیلوگرم ۸۵۰ گرم وزنه دقیق آشپزخونه دارم عکس هم گرفتم نارگیل بعید منتظر نتیجه هستم,1.0
خمیر دور پیتزا یه خورده کار رو خراب کرده ولی پیتزا خودش خوب,1.0
جای سس هالی گزینه دیگری هم نظر بگیرید,1.0
کیفیت غذا مطابق نمره فعلی نبود چند مورد ۱ پول زیادی بابت بسته بندی پیک گرفته شده ۲ اینکه پول بسته بندی داده شده غذا سرد ۳ کیفیت کبابها خوب نبود ۴ دور چینها کنار غذا ریخته شده مطلب باعث شده برنج مزه ترشی بگیره بهتره ترشی مواردی شبیه تو بسته بندی قرار بگیره کل دوستان پیشنهاد نمیکنم,1.0
سلام اسنپ باکس بسیار مودب بودن ممنون,0.0
چلو ماهی سفارش دادم طعم غذا خوب اندازه ماهیهای قزل آلا خیلی کوچک,0.0
حجم خورشت خیلی خوب واقع بدون فکر کردن اینکه آیا خورشت حجم برنج کافی نه خوردم بسته بندی هم خیلی باکیفیت بادمجون بسیار نرم خوش طعم گوشت هم کیفیت دستتون درد نکنه,0.0
ممنون ارسال منظم موقع,0.0
عالی مثل همیشه فوق العاده,0.0
مجموعه مورد علاقه منه باید بگم پاستا کیفیت بالایی نداشت فک کنم میشه روش کار کرد,1.0
فقط پر حجم ولی پرش جالب نبود,0.0
هات داگش اصلا خوشمزه نبود دقیقا انگار داشتیم ماهی خام میخوردیم بوی زهم ماهی میداد حجم سالادش بسیار کم نسبت قیمت,1.0
سفارش تاخیر زیاد آدرس اشتباه ارسال شده شخص ناشناس عنوان نگهبان ساختمان تحویل داده شده من خیلی عصبانی هستم لطفا رسیدگی هم پولم حروم شده هم کیکم زمانی میخواستم نرسیده پول,1.0
طعم پیتزاهای باروژ خوب ولی سفارش من اشتباه ارسال شده پس ارسال مجدد سرد مانده,1.0
بستنی بصورت کاملا دیفریز شده تحویل من داده علت تاخیر تحویل,1.0
تمام محصولات درستی موقع دستم رسید برخورد پیک هم مناسب ممنون,0.0
کاهوی سالاد سزار خیلی تلخ من فقط تیکههای سوخاریش رو خوردم حجم فیله سوخاری ساندویج هم خیلی کم,1.0
برخلاف نظر دوستان فرموده بودند غذا سرد میرسه سس همراه غذانیست قدری غذا داغ ظرف غذا دستم سوزاند همراه چیز برگر ۲تا سس سفید ۲ سس کچاپ ظرفی مخصوص خود نشاط مطمئن بودم سس همراه غذا میآید حتما کباب ترکی گوشت سفارش میدادم واقعا کیفیت طعم غذا عالی امیدوارم شرایط کیفیت پیدار بماند,0.0
پیک اسنپ آوردن غذا طبقه سوم بودن آسانسور خودداری کرد علیرغم میل مجبور شدم گرفتن غذا داخل بروم,1.0
برنج خیلی بی کیفیت خورش بسیار زیاد چرب طعم کیفیت متوسط خیار سالاد شیرازی هم مانده له شده تنها بخش خوبش ماست خیار سبزی تازه,1.0
ممنون بابت کیفیت بالا توجه توضیحات,0.0
سلام خدمت مدیریت محترم بنده کیلو شیرینی دانمارکی سفارش دادم جز ردیف بقیه شیرینی دانمارکی نبود حالا بماند اصلا فرسنگها اون چیزی عکسش موجود فرق میکرد شدت مونده کهنه هم بودش یعنی علاوه ارسال سفارش خلاف سفارش بنده سفارش من بسیااار بی کیفیت لطفا ارزش قائل بشین مشتری هزینهای میپردازه باتشکر,1.0
کیفیت غذا خیلی خیلی ضعیف بد مخصوصا کیفیت جوجه,1.0
خوراک کوبیده خوب خوشمزه گرم دستم رسید,0.0
بسیار سپاسگذارم بسته بندی عالی همچنین روز بودن تاریخ مواد غذایی,0.0
کیفیتش عالی نبود رضایت بخش,0.0
یکی موارد سفارش جا مانده مجدد تماس گرفتم دوباره ارسال,1.0
گرم موقع رسید حجم برنج نسبت خورشت زیاد بادمجان هم خیلی سفت,0.0
سلام نظر گرفتن اینکه فاصله حدود یکماه دو بار قیمتهاتون اضافه شده فکر میکنم سرعت تغییر افزایش قیمتها مقدار زیاده ممنون توجهتون,0.0
عالی داغ برشته خدا قوت ممنون ازتون,0.0
اینکه اسنپ فود تاخیر ولی غذا گرم رسید طعمش خوب پرسنل,0.0
جوجه کباب سفت برنج بی مزه شل,1.0
واقعا خیلی ضعیف بد سه نفری غذاها رو خوردن سه مشکل معده پیدا کردند اونم بعد ۱ ساعت غذا سرد رسید مشخصا مواد اولیه فوقالعاده بی کیفیت استفاده شده,1.0
خیلی موقع دمتون گرم,0.0
پیتزا بسیار نازک گوشت هم نداشت,1.0
کته کباب ماسوله سفارش دادیم نوشته دو سیخ تو منو ولی یه سیخ,1.0
چیز فوق العاده بووووود,0.0
سلام خیلی عالی هم گرم هم خوشمزه ممنون,0.0
خیلی خیلی خیلی غذا سرد واقعا حس خوبی پیدا نکردم غذا رو سفارش دادم اصلا هیچ لذتی نداشت واسم لطفا رسیدگی کنید قبلا غذا بیست دقیقه حاظر چرا اینجوری اگه سفارش آنلاین دیگه دوست ندارین برنامه خارج شین,1.0
تحویل غذا یکساعت طول کشید اکبر جوجه ش هم نصف جوجهی مرغ ب خیلی کوچیک ولی مزه ش خوب,1.0
مثل همیشه عالی حتی عالیتر همیشه چندساله کیفیت هرروز بهتر میشه مرسی مدیریت خوب رستوران,0.0
عاااالی عالی بهترین مرغ هایی بوده خوردم دستتون درد نکنه یه غذای خوشمزه پیشنهاد بدید تست کنم اونم انصافا عالیه غذاتون,0.0
ممنون مثل همیشه عالی,0.0
متاسفانه کیکی فرستاده شده تصویر ثبت شده متفاوته,1.0
بد تمام معنا ساندویچ قیمت هفده تومن وسطش فیلههای مرغ کاملا خام بودن جوری نتونستیم بخوریم واقعا حالمون بد مواد پیتزا خیلی زیاده ولی متاسفانه کاملا مشخصه سوسیس کالباسش چقدررر بی کیفیت بده مثلا توش گوشت چرخکرده قرار باشه فقط سویا اونم طعم افتضاحی من مهمان داشتم واقعا خجالت زده شدم مقابل مهمانم هرگز دیگه سفارش نمیدم,1.0
سلام دفعه راضی نبودم لیمو شیرین اصلا خوب نبود اسکاج مارک دیگه فرستاده بودن بدون هماهنگی یکی دستمال کاغذیها هم ارسال نشده پیگیری کردم مبلغش برگشت,1.0
خیلی خلاصه کیفیت غذا بیش حد ممکن پایین ضعف متریال اشپزی قابل گفتن اولین قطعا آخرین بار فست فود غذا سفارش دادم,1.0
اصلا تازه خوشمزه نبود بیسکویتش کاملا تلخ بد هرگز اینجا نمیخرم چون من تاکید کردم چیزکیک بد دارید نفرستید سفارش رو قبول نکنید,1.0
بسیار سریع دستم رسید ممنون,0.0
خوب توقع من بیشتر سیب زمینیش کمی چقر ولی فیله استریپس پنیریش خوش طعم عالی,0.0
عالی مثل همیشه کیفیت حجم عالی,0.0
سفارش اشتباه ارسال شده جای کاپوچینو لیتری کاپوچینو ۲۵۰ میلی لیتری کاله ارسال شده متاسفانه لطفا پیگیری کنید,1.0
خیییییلی بی کیفیت شبیه نان سس چیپس,1.0
شیک نوتلا مثل همیشه عالی تیرامیسو نسکافه هم خیلی خوب اولین بار طمع رو سفارش دادم,0.0
مرغش یه مقداری بوی مرغ مونده رو میداد بوی زخم مرغ نبود کاملا بوی مرغ مونده بودش,1.0
تشکر دیزی خوشمزه بسیارسریع ارسال فقط اگه قیمت پایینتر باشه کاملا بی نقصه,0.0
سلام عرض ادب ۱ سالاد کلم نداشت ولی دفعات قبلی ۲ کیفیت سیب زمینی اش عالی خلاف فیلهاش ۳ من ماهک خیلی خرید کردم دو دفعه آخر سفارش هایش بی کیفیت شده ۴ رفتار پیک خیلی خیلی خوب کاش پیکها مثل پیک شوند آرزومندم سفارشهای بعدی سوخاری افزایش کیفیت شاملش تشکر ماهک اسنپ فود,0.0
افتضاح فقط نون کالباس بی کیفیت مونده بدون گوجه کاهو سالاد سس باورکردنی نبود خودشون جرات دادن چنین چیزی رو بفرستند,1.0
سفارش بنده ۲عدد شیر کم دامداران تنها عدد تحویل اینجانب گردید ضمنا بسته بندی نامناسب بعد دریافت بسته پیک کیسه پاره ماست زمین افتاد شکست,1.0
حجم سیب زمینی نظره من نفرست کاملا پیتزا هم نسبت حجم مواد قیمتش کمی بالاست ذز نظره کیفیت من راضی بودم فقط حجم غذا مواد پیتزا نسبت قیمتی کهداره کمه,0.0
اولین بار سفارش میدادم رستوران اصلا راضی نبودم,1.0
غذاش نسبت قیمتش مناسب چون فکر میکردم دوغش خوبه خانواده سفارش دادم ولی متفرقه بی کیفیت,0.0
عالی فقط ساعت زمان آماده سازی ۲۵ دقیقه تاخیر,0.0
غذا سرد تکههای مرغ خیلی کوچک بودند توجه سابقهی خوب رستوران امیدوارم درست بشه,0.0
خیلی سریع خوب آوردن عوض خامه شکلاتی خامه ساده گذاشته بودن,0.0
مثل همیشه عالی امیدوارم همینطور باقی بمونه,0.0
سالاد سزار خوب ولی عنوان کسی اولین باره داره سفارش میده خود رستوران هم میدونه مشتری دفعه اولش چون کپن اولین خرید پوره داره استفاده میکنه باید دقتش بیشتر باشه من استیک سفارش داده بودم ولی جاش مرغ آورده بودن سهل انگاری رستوران تو سفارش مشتری,1.0
هیچ سسی داخل ساندویچ نبود خیلی بی مزه سرد گوشت خشک اصلا پیشنهاد نمیدم متأسفانه راضی نبودم,1.0
برنجی جوجه کباب فرستاده بودن کاملا مونده اصلا قابل خوردن نبود جوجه کبابش هم خیلی معمولی خشک بی مزه نسبت قیمتش اصلا نمیارزید جزء رستورانهایی یکبار همیشه سفارش دادم خوراک جوجه کباب هم کلا ۳ کفدست لواش فرستادن خیلی کم فاصله خونه رستوران ۵ دقیقه پیاده پیک ۲۵ دقیقه بعد تحویل گرفتن غذا معطل کرد,1.0
مزخرفترین چیزی میشد سفارش داد نون پنیر بخورین بهتره,1.0
بجای سوپریم ژانبون تنوری ارسال شده,0.0
کیفیت نان خوب سریع هم آوردند تشکر,0.0
سلام من روز قبل هم پرپروک ولنجک سفارش داده بودم ولی واقعا کیفیتش نسبت روز قبل پایین طعمش فرق میکرد,1.0
کترینگ مورد علاقه ى من هستین ى غذاهاتون هم نظر قیمت هم کیفیت عالیه,0.0
سلام بجای نیم کیلو پسته ۴۵۰ گرم تحویل جهت اطلاع اسنپ فود,1.0
تو منو سالاد سزار همراه نان خورد شده سریهای قبل هم سفارش میدادیم اینطوری بوده نون خورد شده سری نون خورد شده نداشت درحالی توی منو نوشته همراه نان خورد شده حجمش هم کمتر شده حالا کنار میاییم دوتا سس همراه دوتا سالاد یکی شون اون یکی فرق یکم خیلی خفن بودین نظر لطفا همونطوری بمونید,1.0
گفته بودم جعبه باشد دو جعبه فرستاده شیرینی هیچ عطر خوشبویی نداشت علاوه شیرین نبودن بوی زحم آرد تخم مرغ میداد,1.0
نوشتم بدون سمارتیز میخواهم پر سمارتیز اسمش پسته ولی داخلش همش موز نارگل,1.0
سلام خیلی زود بدستم رسید فقط اینکه غذا اشتباه بدستم رسید جای ساندویچ بندری ساندویچ الویه مرغ آورند خواهشمند پرسنل تذکر داده اشتباهی رخ ندهد,1.0
خوب ولی نمیدانم چرا دفعه ادویه نگذاشتید,0.0
اسنپ مثل همیشه عالی راه رو سریع اومد داغ اورد ولی واقعا رستوران ایتالیایی مثل بعیده عذاتون طعم خوبی نده قیمت رو شده بالا ببرین ولی غذا رو خوش طعم درست کنید باور کنید اگه غذا رو کیفیت خوب درست کنید باز هم چندین درصد سود میکنید علاوه مشتری بیشتر بیشتر جذب میکنید اشکلات غذا ۱ خمیر بد طعم کلفت ۲ پنیرش واقعا طعم خوبی نمیداد طعم کره میداد ۳ سس باربیکرو هم نداشت فقط مرغها یه مقدار طعم باربیکیو میدادن ۴ چی بگم دیگه حتی روی خمیر هم زیر مواد سس نداشت من دوست فنلاندی آشپزه حرفهای دستور رو گرفتم تو خونه هم درست کردم طعمش معرکه میشه هزینه زیادی نداره راه کار خمیر نباید اینجوری باشه پیتزای ایتالیایی مثل اینکه توش دارچین هم زده بودین همون خمیر مایه رو ارد قاطی میکنین لایه نسبتا نازک درست کنین بزارین ۵ دقیقه طلایی بشه بعد سس مخصوص فرمول سری پیتزا دست ساز میشه پودر فلفل دلمه دودی رب گوجه مرغوب ترجیحا فلفل سیاه نه قرمز تندیملایم مقدار کمی نمک سیر بین ۱ ۲ حپه مقداری اویشن قاطی میکنین میزارین یه کم آب آب تبخیر بشه سس اماده بشه کش بیاد بمالین روی خمیر خمیر وقتی میره توی فر میاد بیرون پف میکنه پس باید میتونین نازک بزارین اولش حالا دو رو درست کردین روش اصطلاح topping رو اساس چیزی مشتری میخواد بزارین دیگه مثلا قارچ مرغ چیزای دیگه حالا اگه باربیکیو بودمیشه سس باربیکیو هم زد خردل خیلی خوشمزه میشه نه واقعا کار رو شده یه بار امتحان کنید خدا مشتری بیشتر جذب میکنید هم راضی میشین هم پنیر هم بهتره موزارالا سفید استفاده کنید اصلا هیچ وجه پنیر زرد میکس پیتزا خوب نمیشه باور کنید هزینه هم همون میشه پنیر باز بد بخرید مقدار کمی پارمازان فوق العاده میشه روش پیتزا فروش تو new york انجام میده مردم براش صف میبندند صبح شب تشکر,1.0
هزینه حملی اسنپ فود حتی رستورانها قنادیهای نزدیک دریافت میکند واقعا منطقی,1.0
تازه کیفیت,0.0
ساندویچ گرم تازه نبود رستوران آمادگی ندارد باید اعلام کند,1.0
سلام خسته نباشید خیلی خوب پیشنهاد میکنم همراه سس قرمز سس سقیدهم بزارین خیلی بهتره بازم ممنونیم,0.0
داخل بسکت سوخاری بال مرغ وجود نداشت,1.0
مثل همیشه طعمش خیلی خوب ولی متاسفانه برخلاف همیشه گرم داغ دستم میرسید کمی سرد شده قابل خوردن,0.0
سپاس کیفیت عالی غذا ولی حدود ساعت ده دقیقه زمان برد وقتی پیک رسید گفت بلد نبودم ادرس رو پیتزا کاملا یخ کرده رسید,1.0
غذا عالی ن ولی بد نبود برخورد پیک بسیار خوب موقع غذا رسید,0.0
خامه صبحانه ارسال نشد,1.0
کمی غذا سرد,0.0
برگرش اصلا خوب نبود آدم فکر میکرد برگر ۲۱۲ یخزده داره میخوره,1.0
کیفیتش خوب ولی سفارش رو خیلی دیر آوردن,0.0
ممنون ارسال موقع برخورد خوب پیک,0.0
نان تازه کاملا داغ دستم رسید خیلی ممنون,0.0
غذا کاملا سرد سیب زمینیها کاملا غیر قابل استفاده بودند,1.0
نوشیدنی سفارش داده بودم متاسفانه نبود تو بسته بندی غذا بسیار سرد,1.0
غذا سرد خشک شدت بی کیفیت خیلی هم دیر آمد مجموع نمره صفر رو میگیره,1.0
لطفا صورت عدم موجودی جنس دیگری نفرستید,1.0
خوب ولی حجمش کم,0.0
خوب البته گوجهها کمی پلاسیده,0.0
من ماست موسیر سفارش دادم ماست چکیده ارسال شده,1.0
باقلوا خوشمزه تازه بنظر من ماه رمضان باقلوا جایگزین مناسبی زوللیا بامیه چون هم مغذی هم خاصیت داره برخورد پیک مناسب تشکر باقلوای لذت سنتر,0.0
سس خیلی زیاد میزنید,0.0
جوجه برنج کاملا خام بد,1.0
ارزش یکبار امتحان کردن رو,0.0
خیلی خوب تازه مرسی,0.0
پیک حتی خودش اجازه نداد موتور پیاده بشه چه برسه بخواد درب واحد تحویل بده واقعا متاسفم,1.0
شبیه چیزی غیر قیمه نثار اصلا ادویه قیمه نثار استفاده نشده کیفیت برنج هم خیلی خوب نبود کل اصلا مزه خوبی نداشت توجه قیمتش انتظار میرفت قیمه نثار خوبی باشه ولی اصلا اینطوری نبود,1.0
چیز عالی سپاس خسته نباشید,0.0
فلافل خوشمزهای شخصه طعم فیش برگر خوشم نیومد,0.0
خیلی خوش مزه عالی مرسی,0.0
وقتی کالایی موجود قبل تایید سفارش اطلاع برسونید مجبور نباشید تایمر رو ۲ بار وقتی صفر دوباره رو ۳۰دقیقه تنظیم کنیدکه باعث معطلی مشتری پیک شه نان جو تاریخ ۴روز پیش ارسال مایع ظرفشویی هم اوه میخاستم اینکه رایحههای دیگش بعد یه روز هنوز موجوده گفتن تموم شده اکتیو بدون پلمپ فرستادند,1.0
رفتار پیک فوق العاده بی ادبانه دیگه هیچوقت حاضر نیستم رستوران سفارش بدم,1.0
غذا عالی بووود پیک بسیار خوش برخوردی,0.0
نسبت پولی گرفته شده میزان غذا خیلی کم هستش اصلا باورم نمیشد لقمش اینقد کوچک باشد همین مبلغ رستورانهای دیگه داده میشه ولی یه ساندویچ بزرگ میخوری,1.0
هم خیلییی سرد ساندویچ گذاشتیم تو مایکروفر دوباره گرم کردیم هم گوشت همبرگر نپخته کلا راضی نبودیم,1.0
کیک وانیلی سفارش داده بودم کیک شکلاتی بهم دادن,1.0
بسیار زیاد شور ترشی میزد خیلی سرخ شده عملا مثل سنگ شده بدترین فیله استریپسی حالا خوردم اگه سیب زمینی نبود گشنه میموندم,1.0
مرغش زیاد نپخته بوی ضخم میداد,1.0
واقعا بدون طعم ومزه بی کیفیت,1.0
اگه میخواید یه غذای باکیفیت تمیز خونگی بخورید حتما رستورن سفارش بدید حجم غذا دونفره س طعمش خیلی خوبه,0.0
سفارش من سیب سبز سیب قرمز ارسال کردن,1.0
جوجه اونقدر سیر زده بودن بوی موندگیش نیاد همین غذا رو باز کردم بوی بدی غذا زد بالا ولی شکل غذا خوب,1.0
خیلی خیلی عالی سس سیر همراه پیاز سوخاری بسیار خوشمزه پیتزا عالی کیفیت,0.0
کیک مغایرت همون کیک هم ترکیده,1.0
پیتزا بیکن عالی نبود ولی خوب پپرونی واقعا خوب نبود,0.0
من شکلات اورئو میلکا سفارش دادم ولی بیسکوییت فرستادن جاش,1.0
تنها مشکلش اینه سس نمیدید اگه میدین ساندویچ یدونه نصف ساندویچ هم نمیرسه,0.0
پاچین نداشت خیلی چرب,1.0
غذا خوب گرم اینکه نان سبوس دار استفاده میشود متشکریم,0.0
نظرم اندازه تارت لتبانوفی طرز خیلی مسخرهای کوچیک طوری وقتیبه دستمون رسید خنده امون گرفته نظم بهتره سایز رو هم قید کنن مثلا بنویسین سایز ۱در ۲ سانت چی آخه طعم چی خوب ولی سایزش مال مورچهها بووود,0.0
نوشابه رو نیاوردن من نمیدونم چرا دقیق نیستید,1.0
اندازه ساندویچ هانسبت قبل خیلی کوچک شده,1.0
چیز عالی خوشمزه فقط قارچ سوخاری پر روغن,0.0
تیرامیسو خوشمزه بیسکوییت شهد انگور شکلاتی بد ولی دوست نداشتیم شاید باید ساده ش رو میگرفتیم,0.0
بسیار بسیار راضی هستم سرعت نظم رستوران مثال زدنیه,0.0
غذا خیلی خوب پیک خیلی مودب,0.0
دو سفارش قبلی کیفیت آب سیب قیاس سفارشهای قبلی شدت افت داشته,1.0
کیفیت قابل قبول نان خوراکها اندازه کافی تازه سوپش خیلی خوشمزه یه مقدار کم سرد شده غذا,0.0
بسیار عالی تازه خوشمزه بودند ولی عکس بربری کرهای اون مدلی من فرستاده شده متفاوت,0.0
متاسفانه همیشه سفارش من رستوران تاخیر میرسه,1.0
پلو ته دیگی حجم بسیار کم برنج خورده ته دیگ آورده بودند خیلی خیلی بد ته چین مرغ بسیار کم خمیر بد مزه قیمه هم اصلا خوب نبود سالاد سزار چند تکه کوچک مرغ خورد شده ته ظرف آب کاهوها جمع شده,1.0
بورکها شدت شوررررررر بسیار زیاد چرب اصلا خوشمزه نبودن پواچا هم اصلا جالب نبودامکان نداره دوباره خرید کنمحیف پول,1.0
چی عالی برخورد پیک عالی ممنون بابت چی,0.0
بسیار خوب پیک هم بسیار محترم,0.0
هروقت پیراشکی سفارش دادم تازه نبوووووووووده,1.0
همیشه باروژ رو انتخاب میکنیم چون واقعا کیفیت خوشمزس,0.0
اینکه جواب نظرها نسبت حجم کم مینویسید مقدار استفاده شده استاندارده ولی واقعا یه نون پنیر شباهتی عکسش هم نداره چه استانداردی درست شده کدوم استاندارد حرف میزنید اعتبار خودتون رو خراب نکنید,1.0
بسیار خوب البته احتمالا نظر خودشون همونطور توی توضیحات لارج سالاد دو دونه کرنبری بدون فلفل یه تیکه اندازه گیلاس بروکلی گداشتن دونه بادوم نصف لیمو ترش خشک دو پر ریحان میشد بهش گفت اسمال سالاد نه لارج سالاد۳۲ هزاد تومن هم بابتش پول میگیرن,1.0
پاستا سس پستو خیلی خوب طعم متفاوتی مقایسه پاستا سس بلونز همان ماکارونی خودمون چیز خاصی رو احساس نکردم تو مزهاش,0.0
ذرتهای سالاد فصل خیلی سفت,1.0
شوکت طعم خیلی خوبی,0.0
ساعت بعد تحویل گرفتن غذا بدست من رسید غذا کاملا سرد,1.0
بین کیک قطعات موز هم گذاشته میشد عالی,0.0
نمیدونم داخل پیتزا چه مواردی استفاده شده ولی من هنوز ساعتها بعد خوردنش حال تهوع سرگیجه دارم,1.0
واقعا مزخرف ساعت چهل دقیقه طول کشید غذا دستم برسه وقتی هم رسید سرد واقعا متاسفم هم رستوران دیگه هیچ عنوان ازش غذا نمیگیرم هم اسنپ فود,1.0
شیر ماست تاریخشون خیلی قدیمی شیر ٢ روز تاریخش مونده ماست ٦ روز نظرتون یه سطل ماست ٦ روزه تموم میشه شیری روزانه براتون میاد رو چرا نگه میدارین اونایی باید مرجوع کنید مشتری میفرستین,1.0
جوجهکباب هاشبسیارعالیه طعم فوق العادهای داره مخصوصا وقتی برشته باشه,0.0
پیتزای آمریکن خیلی خیلی شور,1.0
واقعا عالی مثل همیشه خوش مزه مواد تازه استفاده شده,0.0
غذاش زود اومد حدوا بیست دقیقه ولی سرد کتفش هم خیلی کوچک طعم خاصی نداشت,1.0
بموقع داغ رسید,0.0
مثل همیشه عالی ممنونم شب بخیر,0.0
عالی ولی نمیدونم چه جوریه هشت صبح هشت شب کیک هویج تمام شده,0.0
بدترین غذایی خوردم,1.0
فقط خمیر اسمشو پیتزا خمیر بزارین بهتره,1.0
بار اول فکر کردم شانسی اینقدر شوره ولی انگار دستتون نمک زیاده کیفیتش نسبت قیمتش بد,1.0
مرغ سفت پخته نشده,1.0
پیتزاهای سیب واقعا عالی هستن دمتون گرم,0.0
تعداد شیرینیها ۱۲ عدد چرا حدود ۲۰ عدد ذکر شده,1.0
بسیارعالی پر ملات معدود برندهایی کیفیت درتمام سالها حفظ کرده,0.0
غذاها همگی خوشمزه لذیذ ولی فقط فاصله نزدیکی ۱۰ دقیقه پیاده روی رستوران داریم ۱۴ هزار تومان هزینه پیک گرفته حدود ۶۰ دقیقه زمان برد سفارش برسانند غذا سرد شده پیک بسته سفارش دیگری هم همراهش یعنی پول پیک چند سفارش میگیرنند ولی باهم ارسال میکنند جای تاسف هزینه پیک هم فاصله نزدیک خیلی زیاد گران,1.0
پیتزا استیک خوب البته مقدار پنیر پیتزاها یه مقدار کمه ولی طعم استیک خوب زمان تحویل هم زیر ۳۰ دقیقه غذا گرم,0.0
خیلی خیلی بو میداد گوشتش خوشمزه نبود,1.0
متاسفانه فست فود شیلا بعد جذب مشتری قیمت غذاهاشو نامتناسب کیفیت حجم بالا برد همیشه هم هزینه پیک مالیات رو روی فاکتورش اضافه میکنه نتیجه منطقی نظر نمیرسه,1.0
اسنپ سپاسگزاریم بخاطر اینکه نانوایی سنگک وسک یکی بهترین نانواییهای منطقه همکاری دعوت کرده سال ۹۴ نانوایی خرید میکنیم همیشه کیفیت عالی نان ان راضی بودیم سپاس کارکنان نانوایی,0.0
معمولی گرون,1.0
غذا کیفیت عالی داغ رسید مرسی پیک اسنپ فود,0.0
کیفیت ماهی تون شدت افت کرده قبلا اصلا اینجوری نبود ولی جوجه کباب فسنجونی خوب اگه اینم چند وقت دیگه کیفیتش خراب نکنید,1.0
پوره سیب زمینی مزه عالی قارچ برگ هم خوب,0.0
غذا خوشمزه بسته بندی هم عالی حجم گوشت سیب زمینی نخود نسبت رستورانهای مشابه قیمت غذا واقعا کم من کم غذا هستم سیر نشدم,0.0
همین قیمت کیفیت حفظ کنید بی شک جزو اولینها هستین دمتون گرم,0.0
هرچی کیفیت طعم پیتزا باروژ بگم کم گفتم فوق العاده لذیذ سبک گرم تازه سس سیر هم حرف نداشت یکی بهترین پیتزاهایی تو عمرم خوردم,0.0
کیک عالی فقط هزینه ارسال دیشب دو هزار تومن ولی الان شده ۵ هزار تومان رستوران هایی هستند توی پاسداران هستند ولی ولی هزینه تحویل ۲ هزار تومان ولی کیک فروشی دقیقه خیابون روبروی خونه میشه ۵ هزار تومان قیمت هزینه ارسال شده لطفا پیگیری کنید,0.0
غذا خوب حجم اش خوب کیفیت اش هم خوب سالاد رو هم دوست داشتم,0.0
هم حلیم هم عدسی معرکه داغ ظروف گیاهی حرارت غذا مشکل ندارند هم استفاده شده,0.0
سیب زمینی همراه کباب بختیاری چیپس آماده,0.0
یدفعه بنویسید نون سوسیس سرخ کرده رب بجای پیتزا,1.0
من ۲ نوبت رستوران سفارش دادم چیز خیلی عالی,0.0
بسته ارسالی نه تاریخ تولید نه وزن مزه موندگی میداد تواضع انتظار نداشتم,1.0
